ZPL300086U,BURGER KING,02716313,1955 N ST,NEWMAN,CA,US,37.310242,-121.019414
ZPL300087P,FUDDRUCKERS,03854345,5500 GROSSMONT CENTER DR,LA MESA,CA,US,32.779058,-117.008089
ZPL300088K,DAIRY QUEEN GRILL N CHILL,04808520,7700 NORMANDALE BLVD,EDINA,MN,US,44.896797,-93.35058
ZPL300089F,BURGER KING,09204011,615 OLD WINNFIELD RD,JONESBORO,LA,US,32.239932,-92.711066
ZPL300090H,PEI WEI ASIAN DINER,07276945,5285 E BROADWAY BLVD STE 151,TUCSON,AZ,US,32.221656,-110.87965
ZPL300091C,FUDDRUCKER,05813374,2947 PRESTON RD,FRISCO,TX,US,33.103106,-96.805411
ZPL3000927,PORT OF SUBS,03870388,10260 W CHARLESTON BLVD STE 2,LAS VEGAS,NV,US,36.159036,-115.317611
ZPL3000932,FUDDRUCKERS,03992039,8285 MIRA MESA BLVD,SAN DIEGO,CA,US,32.91263,-117.144225
ZPL300094X,PORT OF SUBS,05307036,3570 S VAL VISTA DR STE 111,GILBERT,AZ,US,33.287252,-111.755358
ZPL300095S,7 ELEVEN,01342412,1775 BLAKE ST,DENVER,CO,US,39.752236,-104.997258
ZPL300096N,PEI WEI ASIAN DINER,01449407,1730 N FEDERAL HWY,FORT LAUDERDALE,FL,US,26.15008,-80.119533
ZPL300097I,PEI WEI ASIAN DINER,03889616,8787 N SCOTTSDALE RD,SCOTTSDALE,AZ,US,33.576741,-111.926031
ZPL300098D,BURGER KING,05274923,1727 E PLATTE AVE,COLORADO SPRINGS,CO,US,38.837125,-104.795613
ZPL3000998,FUDDRUCKERS,03992039,8285 MIRA MESA BLVD,SAN DIEGO,CA,US,32.91263,-117.144225
ZPL300100V,7 ELEVEN,02017377,6302 E 72ND AVE,COMMERCE CITY,CO,US,39.827149,-104.915426
ZPL300101Q,PEI WEI ASIAN DINER,07276945,5285 E BROADWAY BLVD STE 151,TUCSON,AZ,US,32.221656,-110.87965
ZPL300102L,FUDDRUCKERS,02743884,13010 NORTHWEST FWY,HOUSTON,TX,US,30.013086,-95.427543
ZPL300103G,FUDDRUCKERS,05811703,3421 N EAGLE RD,MERIDIAN,ID,US,43.635962,-116.354502
ZPL300104B,PORT OF SUBS,08749693,6572 N DECATUR BLVD STE 130,LAS VEGAS,NV,US,36.287504,-115.206608
ZPL3001056,PEI WEI ASIAN DINER,04859893,20022 N 67TH AVE STE 100,GLENDALE,AZ,US,33.664371,-112.204813
ZPL3001061,FUDDRUCKERS,05811703,3421 N EAGLE RD,MERIDIAN,ID,US,43.635962,-116.354502
ZPL300107W,FUDDRUCKERS,02743884,13010 NORTHWEST FWY,HOUSTON,TX,US,30.013086,-95.427543
ZPL300109M,BURGER KING,02476228,520 E 58TH AVE,DENVER,CO,US,39.801952,-104.97805
ZPL300111J,FUDDRUCKERS,04624675,1612 AIRPORT FWY,BEDFORD,TX,US,32.836481,-97.141584
ZPL300112E,DAIRY QUEEN GRILL N CHILL,04808520,7700 NORMANDALE BLVD,EDINA,MN,US,44.896797,-93.35058
ZPL3001139,PORT OF SUBS,09824206,6080 W BADURA AVE,LAS VEGAS,NV,US,36.062598,-115.205941
ZPL3001144,FUDDRUCKERS,04624675,1612 AIRPORT FWY,BEDFORD,TX,US,32.836481,-97.141584
ZPL300115Z,GODFATHERS PIZZA,07729731,7920 S 84TH ST,LAVISTA,NE,US,41.181802,-96.043037
ZPL300116U,COCA-COLA BOTTLING,06732275,7400 N OAK PARK AVE,NILES,IL,US,41.909022,-87.795052
ZPL300117P,THE BURGER JOINT,01447776,6250 COLUMBIA CROSSING CIR,COLUMBIA,MD,US,39.198,-76.814606
ZPL300118K,PORT OF SUBS,06782388,729 W LACEY BLVD STE 2,HANFORD,CA,US,36.327985,-119.65823
ZPL300120H,BUILT,01605233,3584 S FIGUEROA ST STE 4,LOS ANGELES,CA,US,34.019036,-118.281707
ZPL300121C,PORT OF SUBS,09023194,1541 E NOBLE AVE,VISALIA,CA,US,36.325352,-119.275627
ZPL3001227,Training Dispenser,10101010,1150 Sanctuary Parkway,Alpharetta,GA,,34.049493,-84.315773
ZPL3001232,PEI WEI ASIAN DINER,01619948,4114 SEPULVEDA BLVD STE E,CULVER CITY,CA,US,34.006884,-118.412734
ZPL300124X,PEI WEI ASIAN DINER,01405300,18801-B BISCAYNE BLVD,AVENTURA,FL,US,25.949361,-80.146621
ZPL300126N,PORT OF SUBS,01573063,2900 CLEAR ACRE LN STE U,RENO,NV,US,39.557945,-119.791474
ZPL300128D,FUDDRUCKERS,00113420,50 WALKERS BROOK DR,READING,MA,US,42.520654,-71.096086
ZPL3001298,THE BURGER JOINT,01379852,1514 CONNECTICUT AVE NW,WASHINGTON,DC,US,38.910301,-77.043902
ZPL300130A,FUDDRUCKERS,03978061,4360 KINGWOOD DR,KINGWOOD,TX,US,30.050101,-95.183834
ZPL3001315,BURGER KING,01465129,4125 BALL RD NE,CIRCLE PINES,MN,US,45.156645,-93.163445
ZPL3001320,FUDDRUCKERS,01457509,1100 LOUISIANA ST STE A80,HOUSTON,TX,US,29.757771,-95.368113
ZPL300133V,U OF A CELLAR BISTRO,05303244,1303 E UNIVERSITY BLVD,TUCSON,AZ,US,32.23179,-110.950988
ZPL300134Q,OUTBACK STEAKHOUSE,01550360,16510 SOUTHCENTER PKWY,SEATTLE,WA,US,47.455211,-122.262418
ZPL300135L,FUDDRUCKER,05813374,2947 PRESTON RD,FRISCO,TX,US,33.103106,-96.805411
ZPL300136G,FUDDRUCKERS,05770726,7250 HIGHWAY 6 N,HOUSTON,TX,US,29.712767,-95.644069
ZPL300137B,FUDDRUCKERS,01019074,17815 65TH AVE,LAKE OSWEGO,OR,US,45.396543,-122.743848
ZPL3001386,FAZOLI'S,03924046,2512 S SONCY RD,AMARILLO,TX,US,35.184516,-101.937695
ZPL3001391,FUDDRUCKERS,03978061,4360 KINGWOOD DR,KINGWOOD,TX,US,30.050101,-95.183834
ZPL3001403,PEI WEI ASIAN DINER,03889624,1085 W QUEEN CREEK RD,CHANDLER,AZ,US,33.261716,-111.86064
ZPL300141Y,FUDDRUCKERS,03585196,5601 SW LOOP 820,FORT WORTH,TX,US,32.685029,-97.401289
ZPL300142T,FUDDRUCKERS,01509670,5500 GREENVILLE AVE,DALLAS,TX,US,32.853098,-96.769521
ZPL300144J,PEI WEI ASIAN DINER,04359645,1560 LEUCADIA BLVD STE A,ENCINITAS,CA,US,33.065689,-117.277183
ZPL300145E,FUDDRUCKER,05813349,1732 S LOOP 288,DENTON,TX,US,33.191929,-97.097931
ZPL3001469,PEI WEI ASIAN DINER,03889624,1085 W QUEEN CREEK RD,CHANDLER,AZ,US,33.261716,-111.86064
ZPL3001474,THE BURGER JOINT,01522563,3960 W POINT LOMA BLVD STE J,SAN DIEGO,CA,US,32.750281,-117.184671
ZPL300148Z,FUDDRUCKERS,03928913,4910 DUBLIN BLVD,DUBLIN,CA,US,37.706039,-121.884014
ZPL300149U,MR GOODCENTS SUBS & PASTAS,05564560,5633 S 16TH ST STE 300,LINCOLN,NE,US,40.760715,-96.699182
ZPL300150W,FUDDRUCKERS,03904070,7511 FM 1960 RD W,HOUSTON,TX,US,29.964796,-95.541327
ZPL300151R,FUDDRUCKERS,01255792,1940 N MAIN ST,WALNUT CREEK,CA,US,37.905578,-122.063944
ZPL300152M,PEI WEI ASIAN DINER,04359645,1560 LEUCADIA BLVD STE A,ENCINITAS,CA,US,33.065689,-117.277183
ZPL300154C,FUDDRUCKERS,02194406,3929 SOUTHWEST FWY,HOUSTON,TX,US,30.013086,-95.427543
ZPL3001557,FUDDRUCKERS,04516885,1975 DIAMOND BLVD STE E260,CONCORD,CA,US,37.970078,-122.054635
ZPL3001562,PALIOS PIZZA,00072996,120 N PRESTON RD STE 10,PROSPER,TX,US,33.236101,-96.789713
ZPL300157X,FUDDRUCKER,05813357,2045 N CENTRAL EXPY,MCKINNEY,TX,US,29.985958,-94.010953
ZPL300159N,PEI WEI ASIAN DINER,03889616,8787 N SCOTTSDALE RD,SCOTTSDALE,AZ,US,33.576741,-111.926031
ZPL300160P,NANDO'S,01456759,224 BOARDWALK PL,GAITHERSBURG,MD,US,39.117094,-77.198634
ZPL300161K,BURGER KING,06918905,350 MARINE DR,ASTORIA,OR,US,46.190626,-123.839974
ZPL300162F,MR GOODCENTS SUBS & PASTAS,03113744,2712 CORNHUSKER HWY STE 4,LINCOLN,NE,US,40.84241,-96.681938
ZPL300163A,GODFATHERS PIZZA,09584773,905 MAIN ST,BILLINGS,MT,US,45.815313,-108.470627
ZPL3001645,Training Dispenser,10101010,1150 Sanctuary Parkway,Alpharetta,GA,,34.049493,-84.315773
ZPL3001650,PEI WEI ASIAN DINER,01442918,6159 N KEYSTONE AVE STE 100,INDIANAPOLIS,IN,US,39.867848,-86.122155
ZPL300166V,7 ELEVEN,02022028,3200 E 45TH AVE,DENVER,CO,US,39.778925,-104.949795
ZPL300167Q,WINGSTOP,01010664,3114 STEINWAY ST,ASTORIA,NY,US,40.762574,-73.913447
ZPL300168L,THE BURGER JOINT,01407446,8420 OLD KEENE MILL RD,SPRINGFIELD,VA,US,38.778931,-77.234922
ZPL300169G,DAVANNI'S,01196788,6345 PENN AVE S,RICHFIELD,MN,US,44.886909,-93.308571
ZPL300171D,THE BURGER JOINT,06241692,3024 WILSON BLVD,ARLINGTON,VA,US,38.887584,-77.094694
ZPL3001733,GO ROMA,08489691,900 MILWAUKEE AVE STE E,LINCOLNSHIRE,IL,US,42.156814,-87.916869
ZPL300174Y,7 ELEVEN,02021986,580 JOSEPHINE ST,DENVER,CO,US,39.725449,-104.958519
ZPL300175T,PEI WEI ASIAN DINER,01404025,1021 N ELMHURST RD,MOUNT PROSPECT,IL,US,42.08388,-87.936883
ZPL300177J,THE BURGER JOINT,01454286,7949 TUCKERMAN LN,POTOMAC,MD,US,39.03989,-77.156937
ZPL300178E,7 ELEVEN,02021803,105 KNOX CT,DENVER,CO,US,39.718218,-105.032546
ZPL3001799,THE BURGER JOINT,00886496,106 N WASHINGTON ST,ALEXANDRIA,VA,US,36.697894,-77.545575
ZPL300180B,MOE'S SOUTHWEST GRILL,07650200,110 SHORTER AVE NW,ROME,GA,US,34.262345,-85.185881
ZPL3001816,FUDDRUCKERS,01574141,550 TURNPIKE ST,NORTH ANDOVER,MA,US,42.666396,-71.116513
ZPL3001821,FUDDRUCKERS,00113420,50 WALKERS BROOK DR,READING,MA,US,42.520654,-71.096086
ZPL300184R,FUDDRUCKERS,09380795,2040 NASA RD 1,HOUSTON,TX,US,29.560437,-95.033808
ZPL300186H,BELLACINOS PIZZA AND GRINDERS,03591196,4662 LEBANON PIKE,HERMITAGE,TN,US,36.215211,-86.600551
ZPL3001887,FUDDRUCKERS,03854361,2290 BUCKTHORNE PL,THE WOODLANDS,TX,US,30.14043,-95.471171
ZPL3001892,FUDDRUCKERS,01457509,1100 LOUISIANA ST STE A80,HOUSTON,TX,US,29.757771,-95.368113
ZPL300191Z,FUDDRUCKERS,03585196,5601 SW LOOP 820,FORT WORTH,TX,US,32.685029,-97.401289
ZPL300192U,GO ROMA,08185412,848 N STATE ST,CHICAGO,IL,US,41.898052,-87.628311
ZPL300193P,FUDDRUCKERS,09380817,855 NORMANDY ST,HOUSTON,TX,US,29.783333,-95.204682
ZPL300194K,BURGER KING,06929982,1901 S MILITARY HWY,CHESAPEAKE,VA,US,36.787174,-76.251695
ZPL3001975,FUDDRUCKERS,01457509,1100 LOUISIANA ST STE A80,HOUSTON,TX,US,29.757771,-95.368113
ZPL3001980,FUDDRUCKERS,03952207,115 ALAMO PLAZA,SAN ANTONIO,TX,US,29.424673,-98.487149
ZPL300199V,FUDDRUCKERS,09315373,9845 W INTERSTATE 10,SAN ANTONIO,TX,US,29.45608,-98.404566
ZPL300200I,FUDDRUCKERS,04746176,2111 N INTERSTATE 35 STE 380,ROUND ROCK,TX,US,30.515984,-97.596992
ZPL300201D,PEI WEI ASIAN DINER,08307836,23632 EL TORO RD,LAKE FOREST,CA,US,33.619445,-117.701663
ZPL3002028,BEX GRILL,01437798,706 W LANCASTER BLVD,LANCASTER,CA,US,34.697732,-118.142168
ZPL3002033,BURGER KING,05121043,1122 NORTHSIDE DR NW,ATLANTA,GA,US,33.799244,-84.407842
ZPL300204Y,BURGER KING,05121043,1122 NORTHSIDE DR NW,ATLANTA,GA,US,33.799244,-84.407842
ZPL300205T,SUBWAY,07106004,32545 GOLDEN LANTERN ST STE A,DANA POINT,CA,US,33.489146,-117.698206
ZPL300207J,SUBWAY,08240838,2514 E CHAPMAN AVE,FULLERTON,CA,US,33.874165,-117.886742
ZPL300208E,STERLING RESTAURANTS LLC,02918264,2915 PEACHTREE RD NE,ATLANTA,GA,US,33.857557,-84.348132
ZPL3002099,BEX GRILL,01437798,706 W LANCASTER BLVD,LANCASTER,CA,US,34.697732,-118.142168
ZPL300210B,WINGSTOP,06014636,1251 NORTHWEST HWY,GARLAND,TX,US,32.864112,-96.647115
ZPL3002116,WINGSTOP,05190814,4351 DFW TPKE STE 110,DALLAS,TX,US,32.799442,-96.692712
ZPL3002121,PEI WEI ASIAN DINER,05045317,1302 BISON AVE,NEWPORT BEACH,CA,US,33.637426,-117.861997
ZPL300213W,WINGSTOP,06014636,1251 NORTHWEST HWY,GARLAND,TX,US,32.864112,-96.647115
ZPL300214R,PEI WEI ASIAN DINER,08307836,23632 EL TORO RD,LAKE FOREST,CA,US,33.619445,-117.701663
ZPL300215M,PEI WEI ASIAN DINER,05045317,1302 BISON AVE,NEWPORT BEACH,CA,US,33.637426,-117.861997
ZPL300216H,PEI WEI ASIAN DINER,08158172,601 W 15TH ST STE 101,PLANO,TX,US,33.019452,-96.711787
ZPL300217C,PEI WEI ASIAN DINER,09567194,4801 BELT LINE RD,DALLAS,TX,US,32.954014,-96.829906
ZPL3002192,PEI WEI ASIAN DINER,07358886,12901 N I 35 SVC RD NB 1540,AUSTIN,TX,US,30.418036,-97.672322
ZPL3002204,PEI WEI ASIAN DINER,09567194,4801 BELT LINE RD,DALLAS,TX,US,32.954014,-96.829906
ZPL300221Z,PEI WEI ASIAN DINER,08158172,601 W 15TH ST STE 101,PLANO,TX,US,33.019452,-96.711787
ZPL300223P,PEI WEI ASIAN DINER,08602552,8412 PRESTON RD STE 400,PLANO,TX,US,33.092176,-96.805732
ZPL300225F,PEI WEI ASIAN DINER,08093275,2222 MCKINNEY AVE STE 100,DALLAS,TX,US,32.792854,-96.802795
ZPL3002275,PEI WEI ASIAN DINER,04811882,3001 KNOX ST STE 100,DALLAS,TX,US,32.822488,-96.787083
ZPL3002280,MOE'S SOUTHWEST GRILL,04363650,688 JOHNSON FERRY RD,MARIETTA,GA,US,33.966278,-84.411726
ZPL300232N,PEI WEI ASIAN DINER,08602552,8412 PRESTON RD STE 400,PLANO,TX,US,33.092176,-96.805732
ZPL300234D,COCA-COLA REFRESHMENTS,01406830,1150 SANCTUARY PKWY,ALPHARETTA,GA,US,34.049493,-84.315773
ZPL3002358,PEI WEI ASIAN DINER,04811882,3001 KNOX ST STE 100,DALLAS,TX,US,32.822488,-96.787083
ZPL300238T,PEI WEI ASIAN DINER,08093275,2222 MCKINNEY AVE STE 100,DALLAS,TX,US,32.792854,-96.802795
ZPL300241L,BENTO CAFE,01479105,4860 BIG ISLAND DR,JACKSONVILLE,FL,US,29.277554,-82.111616
ZPL300242G,Training Dispenser,10101010,1150 Sanctuary Parkway,Alpharetta,GA,,34.049493,-84.315773
ZPL300243B,PEI WEI ASIAN DINER,08923146,2695 PARK AVE,TUSTIN,CA,US,33.552147,-117.758562
ZPL3002446,BOUDINS SOURDOUGH BAKERY,02157905,251 GEARY ST,SAN FRANCISCO,CA,US,37.787387,-122.407238
ZPL3002451,PEI WEI ASIAN DINER,05646303,2709 N ELSTON AVE,CHICAGO,IL,US,41.930495,-87.685369
ZPL300246W,CAL SKATE,08541973,22080 COMMERCE WAY,GRAND TERRACE,CA,US,34.032852,-117.32279
ZPL300247R,AMC FIREWHEEL 18,08227378,100 CONEFLOWER DR,GARLAND,TX,US,33.516503,-94.669376
ZPL300248M,NCG TRILLIUM CINEMAS AND IMAX,08389514,8220 TRILLIUM CIRCLE AVE,GRAND BLANC,MI,US,41.82239,-86.708373
ZPL300249H,AMC FIREWHEEL 18,08227378,100 CONEFLOWER DR,GARLAND,TX,US,33.516503,-94.669376
ZPL300250J,AMC FIREWHEEL 18,08227378,100 CONEFLOWER DR,GARLAND,TX,US,32.931523,-96.615821
ZPL300251E,GODFATHERS PIZZA,07209240,2216 N MONTANA AVE,HELENA,MT,US,46.606977,-112.02074
ZPL3002529,COCA-COLA REFRESHMENTS,01406822,1150 SANCTUARY PKWY,ALPHARETTA,GA,US,34.049493,-84.315773
ZPL3002534,MEATHEADS BURGER AND FRIES,01488793,701 S MAIN ST UNIT B,NORMAL,IL,US,40.504416,-88.994672
ZPL300254Z,AMC FIREWHEEL 18,08227378,100 CONEFLOWER DR,GARLAND,TX,US,32.931523,-96.615821
ZPL300256P,AMC FIREWHEEL 18,08227378,100 CONEFLOWER DR,GARLAND,TX,US,32.931523,-96.615821
ZPL300257K,FRESHII,01415449,110 S FAIRFAX AVE STE A114,LOS ANGELES,CA,US,34.074106,-118.361346
ZPL300258F,PEI WEI ASIAN DINER,05646303,2709 N ELSTON AVE,CHICAGO,IL,US,41.930495,-87.685369
ZPL300259A,MOE'S SOUTHWEST GRILL,08051955,660 W CROSSVILLE RD STE 130,ROSWELL,GA,US,34.056757,-84.37902
ZPL300260C,CHRONIC TACOS,08842626,5525 E STEARNS ST,LONG BEACH,CA,US,33.79605,-118.134233
ZPL3002617,BURGER KING,01186251,9178 CHAMBERLAYNE RD,MECHANICSVILLE,VA,US,37.641677,-77.421442
ZPL3002622,BURGER JUNKIES,05777785,415 E AVENIDA PICO STE N2,SAN CLEMENTE,CA,US,33.437439,-117.62373
ZPL300263X,AMC FIREWHEEL 18,08227378,100 CONEFLOWER DR,GARLAND,TX,US,33.516503,-94.669376
ZPL300265N,WINGSTOP,07797813,8450 EDGEWATER DR STE B,OAKLAND,CA,US,37.737116,-122.198281
ZPL3002705,BURGER KING,06009492,2453 W INTL SPEEDWAY BLVD,DAYTONA BEACH,FL,US,28.870385,-81.97802
ZPL3002710,BURGER KING,04812013,2630 S BROADWAY,ROCHESTER,MN,US,43.983509,-92.462278
ZPL300273Q,WINGSTOP,00147201,4133 SAN PABLO AVE,EMERYVILLE,CA,US,37.832867,-122.280659
ZPL300274L,MEATHEADS BURGER AND FRIES,01488793,701 S MAIN ST UNIT B,NORMAL,IL,US,40.504416,-88.994672
ZPL300275G,PEI WEI ASIAN DINER,07297127,5954 S YALE AVE,TULSA,OK,US,36.07744,-95.922328
ZPL3002776,HUHOT EXPRESS,05636609,2720 COUNCIL TREE AVE STE 184,FORT COLLINS,CO,US,40.545885,-105.109785
ZPL3002781,BURGER KING,09540768,7218 STOCKTON BLVD,SACRAMENTO,CA,US,38.495338,-121.428901
ZPL300279W,PEI WEI ASIAN DINER,09332621,999 E BASSE RD STE 199,SAN ANTONIO,TX,US,29.496907,-98.469917
ZPL300280Y,PEI WEI ASIAN DINER,09397642,1025 CAMINO DE LA REINA STE P5,SAN DIEGO,CA,US,32.768161,-117.153621
ZPL300281T,BURGER KING,02136007,3811 S NOVA RD,PORT ORANGE,FL,US,29.127349,-81.004916
ZPL300283J,LINKEDIN,05611461,2025 STIERLIN CT FL 2,MOUNTAIN VIEW,CA,US,37.423334,-122.073324
ZPL300284E,FUDDRUCKERS,03904070,7511 FM 1960 RD W,HOUSTON,TX,US,29.964796,-95.541327
ZPL3002859,PEI WEI ASIAN DINER,09397642,1025 CAMINO DE LA REINA STE P5,SAN DIEGO,CA,US,32.768161,-117.153621
ZPL3002864,NCG TRILLIUM CINEMAS AND IMAX,08389514,8220 TRILLIUM CIRCLE AVE,GRAND BLANC,MI,US,41.82239,-86.708373
ZPL300287Z,DOMINOS PIZZA STORE,01493327,4000 CNTRL FLORIDA BLVD STE G,ORLANDO,FL,US,30.175217,-85.669364
ZPL300289P,PEI WEI ASIAN DINER,08132130,7621 EDINGER AVE,HUNTINGTON BEACH,CA,US,33.730187,-117.992061
ZPL300290R,WHICH WICH,01459278,216 4TH AVE N,NASHVILLE,TN,US,36.163349,-86.778625
ZPL300291M,BLAZING ONION GOURMET BURGERS,08673972,15115 MAIN ST,MILL CREEK,WA,US,47.863762,-122.22033
ZPL300292H,BURGER KING,08523410,825 N NOVA RD,DAYTONA BEACH,FL,US,29.220362,-81.047553
ZPL300293C,BLAZING ONION GOURMET BURGERS,05268252,2811 BICKFORD AVE,SNOHOMISH,WA,US,47.945002,-122.110534
ZPL3002947,BURGER KING,03111725,120 S ROOSEVELT AVE,BURLINGTON,IA,US,40.810716,-91.141456
ZPL3002952,TACO BUENO,02155354,302 N CENTRAL EXPY,MC KINNEY,TX,US,29.985958,-94.010953
ZPL300296X,NCG TRILLIUM CINEMAS AND IMAX,08389514,8220 TRILLIUM CIRCLE AVE,GRAND BLANC,MI,US,41.82239,-86.708373
ZPL3003010,BURGER KING,01451300,7810 LAS VEGAS BLVD S,LAS VEGAS,NV,US,36.047832,-115.17234
