ZPL318968E,TACO TIME,09910964,2002 S 320TH ST,FEDERAL WAY,WA,US,71
ZPL3189699,TACO TIME,08759961,1105 E 1ST ST,PORT ANGELES,WA,US,71
ZPL318970B,TACO TIME,07948179,110 RIVER RD,SEQUIM,WA,US,71
ZPL3189716,NOODLES & COMPANY,05383043,5065 N HAMILTON RD SPC A1,COLUMBUS,OH,US,71
ZPL3189721,BURGER KING,01022216,2593 CROOKS RD,ROCHESTER HILLS,MI,US,71
ZPL318973W,NOODLES & COMPANY,05176854,7800 MONTGOMERY RD UNIT 7,CINCINNATI,OH,US,71
ZPL318974R,NOODLES & COMPANY,05393749,4960 HOUSTON RD STE I,FLORENCE,KY,US,71
ZPL318975M,WENDYS,07554316,5673 W 6200 S,SALT LAKE CITY,UT,US,71
ZPL318976H,WENDYS,02872633,2815 DEKALB PIKE,NORRISTOWN,PA,US,71
ZPL318977C,NOODLES & COMPANY,05425234,11 GREENE BLVD,DAYTON,OH,US,71
ZPL3189787,NOODLES & COMPANY,08897072,2124 N HIGH ST UNIT G,COLUMBUS,OH,US,71
ZPL3189792,NOODLES & COMPANY,01542145,1480 N BEAUREGARD ST,ALEXANDRIA,VA,US,71
ZPL3189804,UNIV OF FINDLAY,01703646,1000 N MAIN ST,FINDLAY,OH,US,71
ZPL318981Z,BURGER KING,06009468,2 FRONT ST,TROY,MO,US,71
ZPL318982U,WAWA FOOD MARKET 811,09054219,400 WILSON RD STE A,WILMINGTON,DE,US,71
ZPL318983P,MCDONALDS,08727562,966 3RD AVE,NEW YORK,NY,US,71
ZPL318984K,UNIV OF FINDLAY,01703646,1000 N MAIN ST,FINDLAY,OH,US,71
ZPL318985F,NOODLES & COMPANY,09889137,5032 N HIGH ST,COLUMBUS,OH,US,71
ZPL318986A,MCDONALDS,08727562,966 3RD AVE,NEW YORK,NY,US,71
ZPL3189875,WENDYS,09070991,1309 N HAMILTON RD,GAHANNA,OH,US,71
ZPL3189880,BURGER KING,09908307,35 E 14 MILE RD,TROY,MI,US,71
ZPL318989V,BURGER KING,01765986,3910 WILDER RD,BAY CITY,MI,US,71
ZPL318990X,NOODLES & COMPANY,01547391,2833 CROSSROADS BLVD,WATERLOO,IA,US,71
ZPL318991S,NOODLES & COMPANY,01542143,244 W COLLEGE AVE,STATE COLLEGE,PA,US,71
ZPL318992N,NOODLES & COMPANY,09333988,2166 STATE ROUTE 256,REYNOLDSBURG,OH,US,71
ZPL318993I,NOODLES & COMPANY,08572776,1390 W 5TH AVE,COLUMBUS,OH,US,71
ZPL318994D,BURGER KING,01765986,3910 WILDER RD,BAY CITY,MI,US,71
ZPL3189958,MCDONALDS,08727562,966 3RD AVE,NEW YORK,NY,US,71
ZPL3189963,NOODLES & COMPANY,08996118,1528 GEMINI PL,COLUMBUS,OH,US,71
ZPL318997Y,NOODLES & COMPANY,01542151,2610 W SCHAUMBURG RD,SCHAUMBURG,IL,US,71
ZPL318998T,NOODLES & COMPANY,00141750,9733 SAWMILL RD STE D12-1,POWELL,OH,US,71
ZPL318999O,BURGER KING,06009468,2 FRONT ST,TROY,MO,US,71
ZPL319000G,NOODLES & COMPANY,08212851,1 E CARMEL DR STE 150,CARMEL,IN,US,71
ZPL319001B,BURGER KING,07070683,3999 N US HIGHWAY 31 S,TRAVERSE CITY,MI,US,71
ZPL3190026,WENDYS,02872633,2815 DEKALB PIKE,NORRISTOWN,PA,US,71
ZPL3190031,NOODLES & COMPANY,08971965,7791 COX LN,WEST CHESTER,OH,US,71
ZPL319004W,NOODLES & COMPANY,01542143,244 W COLLEGE AVE,STATE COLLEGE,PA,US,71
ZPL319005R,UNIV OF FINDLAY,01703646,1000 N MAIN ST,FINDLAY,OH,US,71
ZPL319006M,NOODLES & COMPANY,08726456,4740 REED RD STE 109,COLUMBUS,OH,US,71
ZPL319008C,ELEVATION BURGER,01541122,228 MARKET ST,YONKERS,NY,US,71
ZPL3190097,BURGER KING,07852657,2975 WALTON BLVD,ROCHESTER HILLS,MI,US,71
ZPL3190109,NOODLES & COMPANY,09384256,3707 ISABELLA AVE,CINCINNATI,OH,US,71
ZPL3190114,BURGER KING,07070683,3999 N US HIGHWAY 31 S,TRAVERSE CITY,MI,US,71
ZPL319012Z,ELEVATION BURGER,01541122,228 MARKET ST,YONKERS,NY,US,71
ZPL319013U,NOODLES & COMPANY,01514044,470 HAMLINE AVE N,SAINT PAUL,MN,US,71
ZPL319014P,BEEF 'O' BRADY'S,03307268,1817 E BROADWAY ST,OVIEDO,FL,US,74
ZPL319015K,BURGER KING,02354050,1920 WHITTEN RD,MEMPHIS,TN,US,74
ZPL319017A,BURGER KING,00648124,3314 GREENSBORO HWY,QUINCY,FL,US,74
ZPL3190185,BURGER KING,09851653,7105 N HIGHWAY 35,AUSTIN,TX,US,74
ZPL3190190,BURGER KING,06601146,916 VETERANS MEMORIAL BLVD,METAIRIE,LA,US,74
ZPL3190202,BURGER KING,09869123,165A BROADWAY ST,CLINTON,MS,US,74
ZPL319021X,BURGER KING,07563701,1501 N HIGHWAY 81,DUNCAN,OK,US,74
ZPL319022S,BURGER KING,08893276,6201 LAPALCO BLVD,MARRERO,LA,US,74
ZPL319023N,BEEF 'O' BRADY'S,01980980,1316 S BABCOCK ST,MELBOURNE,FL,US,74
ZPL319024I,BURGER KING,07247249,1712 E 11TH ST,SILER CITY,NC,US,74
ZPL319025D,BURGER KING,02362818,14157 HIGHWAY 90,BOUTTE,LA,US,74
ZPL3190268,BURGER KING,02457568,300 S MUSTANG RD,YUKON,OK,US,74
ZPL319028Y,ZAXBY'S,01571603,1945 PARKWAY POINT DR,BETHLEHEM,GA,US,74
ZPL319029T,BURGER KING,09712305,2601 VETERANS MEMORIAL BLVD,KENNER,LA,US,74
ZPL319030V,WENDYS,01475100,822 CHARLEVOIX AVE,PETOSKEY,MI,US,74
ZPL319032L,BEEF 'O' BRADY'S,09868106,1408 TALLAHASSEE HWY STE K,BAINBRIDGE,GA,US,74
ZPL319033G,BURGER KING,06549772,701 METAIRIE RD,METAIRIE,LA,US,74
ZPL319034B,BURGER KING,08188611,6244 AIRLINE HWY,BATON ROUGE,LA,US,74
ZPL3190356,BURGER KING,08922840,4933 MAIN ST,SPRING HILL,TN,US,74
ZPL319038R,BURGER KING,03947971,2820 BRAGG BLVD,FAYETTEVILLE,NC,US,74
ZPL319040O,BEEF 'O' BRADY'S,01439894,173 HUDSON DR,ELIZABETHTON,TN,US,74
ZPL319041J,BURGER KING,02252185,925 WINCHESTER RD NE,HUNTSVILLE,AL,US,74
ZPL319042E,BURGER KING,09879722,101 N KAUFMAN ST,ENNIS,TX,US,74
ZPL3190439,BURGER KING,06969666,6403 COTTAGE HILL RD,MOBILE,AL,US,74
ZPL3190444,BURGER KING,08390070,4933 VETERANS MEMORIAL BLVD,METAIRIE,LA,US,74
ZPL319045Z,BURGER KING,08496030,6426 HIGHWAY 182 E,MORGAN CITY,LA,US,74
ZPL319046U,BURGER KING CORPORATION,06600115,3735 AIRLINE DR,METAIRIE,LA,US,74
ZPL319048K,BURGER KING,09481371,2626 S MONROE ST,TALLAHASSEE,FL,US,74
ZPL319049F,BURGER KING,08724695,5380 HIGHWAY 90 W,MOBILE,AL,US,74
ZPL319051C,BURGER KING,01095094,60 CASTLEWOODS BLVD,FLOWOOD,MS,US,74
ZPL3190532,BURGER KING,08229104,699 MAIN ST,WEST COLUMBIA,SC,US,74
ZPL319054X,BURGER KING,09544585,1162 BOONE AVENUE EXT # 3,KINGSLAND,GA,US,74
ZPL319055S,BEEF 'O' BRADY'S,01448673,4516 S DALE MABRY HWY,TAMPA,FL,US,74
ZPL319056N,BEEF 'O' BRADY'S,07969419,1037 N SUMTER BLVD,NORTH PORT,FL,US,74
ZPL319058D,BURGER KING,06409041,700 MCMEANS AVE,BAY MINETTE,AL,US,74
ZPL3190598,BURGER KING,06919189,1601 MCFARLAND BLVD N,TUSCALOOSA,AL,US,74
ZPL319060A,WENDYS,07170233,1204 N US 377,ROANOKE,TX,US,74
ZPL3190615,BURGER KING,09909486,1812 FREEWAY DR,MOUNT VERNON,WA,US,74
ZPL319066G,BURGER KING,02265189,4383 LA HIGHWAY 1 S,PORT ALLEN,LA,US,74
ZPL319067B,BURGER KING,01754437,3228 W PALMETTO ST,FLORENCE,SC,US,74
ZPL3190691,ZAXBYS,01653192,10715 DIXIE HWY,LOUISVILLE,KY,US,74
ZPL319071Y,TACO TIME,08049101,8095 GUIDE MERIDIAN RD,LYNDEN,WA,US,74
ZPL319073O,BURGER KING,08788472,1209 GRAND CAILLOU RD,HOUMA,LA,US,74
ZPL319075E,BURGER KING,01588524,14280 GREENWELL SPRINGS RD,GREENWELL SPRINGS,LA,US,74
ZPL319078Z,BURGER KING,01544396,1933 N TOWN EAST BLVD,MESQUITE,TX,US,74
ZPL319079U,BURGER KING,02254756,279 SAM HOUSTON JONES PKWY,MOSS BLUFF,LA,US,74
ZPL319080W,BEEF 'O' BRADY'S,04867348,3450 BAYSIDE LAKES BLVD SE,PALM BAY,FL,US,74
ZPL319081R,WENDYS,02446214,104 BLACK GOLD CT,HAZARD,KY,US,74
ZPL319084C,BURGER KING CORPORATION,08701440,2500 GERTSNER MEMORIAL DR,LAKE CHARLES,LA,US,74
ZPL3190862,BEEF 'O' BRADY'S,08887441,1105 TAYLOR ST UNIT I,PUNTA GORDA,FL,US,74
ZPL319087X,BURGER KING CORPORATION,02405916,1005 RONALD REAGAN HWY,COVINGTON,LA,US,74
ZPL319089N,BURGER KING,09711287,1000 W ESPLANADE AVE,KENNER,LA,US,74
ZPL319090P,AMC PLEASURE ISLAND 24 CINEMA,06321968,1500 E BUENA VISTA DR,LAKE BUENA VISTA,FL,US,74
ZPL319091K,TACO TIME,08759961,1105 E 1ST ST,PORT ANGELES,WA,US,74
ZPL319092F,AMC PLEASURE ISLAND 24 CINEMA,06321968,1500 E BUENA VISTA DR,LAKE BUENA VISTA,FL,US,74
ZPL319099G,WENDYS,05471265,4169 LYNDON B JOHNSON FWY,FARMERS BRANCH,TX,US,74
ZPL3191003,BURGER KING,06197981,2561 CAMPUS DR,KLAMATH FALLS,OR,US,74
ZPL319101Y,TACO TIME,06122027,837 OCEAN BEACH HWY,LONGVIEW,WA,US,74
ZPL319102T,POPEYES LOUISIANA KITCHEN,07898789,2801 N HIGHWAY 190,COVINGTON,LA,US,74
ZPL319103O,BURGER KING,02093647,4362 SECOND ST N,FOLKSTON,GA,US,74
ZPL319104J,BURGER KING,06923755,4959 EAGLE ROCK BLVD,LOS ANGELES,CA,US,74
ZPL319105E,BURGER KING,02723620,7615 NATIONS FORD RD,CHARLOTTE,NC,US,74
ZPL3191069,BURGER KING,05476041,7050 THEODORE DAWES RD,THEODORE,AL,US,74
ZPL3191074,BURGER KING,06548059,17901 CHATSWORTH ST,GRANADA HILLS,CA,US,74
ZPL319108Z,BURGER KING CORPORATION,06994920,404 N AIRLINE HWY,GONZALES,LA,US,74
ZPL319110W,BURGER KING,09558624,1710 MEMORIAL DR,WAYCROSS,GA,US,74
ZPL319111R,BURGER KING,06219471,108 RUSHING RD E,DENHAM SPRINGS,LA,US,74
ZPL319112M,BURGER KING,06923950,11290 MERRITT ST,CASTROVILLE,CA,US,74
ZPL319113H,BURGER KING,03108031,1828 ROCK QUARRY RD,RALEIGH,NC,US,74
ZPL3191157,BURGER KING,01215919,13609 E MANNING AVE,PARLIER,CA,US,74
ZPL3191162,BURGER KING,09837302,1255 N BLACKSTONE ST,TULARE,CA,US,74
ZPL319117X,BURGER KING,02454496,120 BROWNSWITCH RD,SLIDELL,LA,US,74
ZPL319119N,WENDYS,02866221,215 W CENTER ST,OREM,UT,US,74
ZPL319121K,BURGER KING,02134462,3003 OCEAN BEACH HWY,LONGVIEW,WA,US,74
ZPL319122F,BURGER KING,05572334,2109 W EVANS ST,FLORENCE,SC,US,74
ZPL319123A,TACO MAYO,03273580,1909 S TELEPHONE RD,MOORE,OK,US,74
ZPL3191245,BURGER KING,01037859,2075 E 9400 S,SANDY,UT,US,74
ZPL3191250,BURGER KING,01237816,5441 S 6TH ST,KLAMATH FALLS,OR,US,74
ZPL319126V,BURGER KING,01790867,1733 LINE AVE,SHREVEPORT,LA,US,74
ZPL319127Q,BARNACLE'S,04024583,2125 MARKET ST,DULUTH,GA,US,74
ZPL319129G,BURGER KING,09812407,2830 AIRLINE DR,BOSSIER CITY,LA,US,74
ZPL319130I,BURGER KING,01722484,26480 BOUQUET CANYON RD,SANTA CLARITA,CA,US,74
ZPL3191328,BURGER KING,07681496,4610 E KINGS CANYON RD,FRESNO,CA,US,74
ZPL319137J,TACO TIME,07948179,110 RIVER RD,SEQUIM,WA,US,74
ZPL319138E,BURGER KING,00189558,17082 AIRLINE HWY,PRAIRIEVILLE,LA,US,74
ZPL3191416,TACO TIME,05470927,809 S KENT DES MOINES RD,SEATTLE,WA,US,74
ZPL319143W,MCALISTERS DELI,07717100,276 DOGWOOD BLVD,FLOWOOD,MS,US,74
ZPL319144R,BURGER KING,09096019,1090 FREMONT BLVD,SEASIDE,CA,US,74
ZPL319146H,BURGER KING,09419241,3101 S MOONEY BLVD,VISALIA,CA,US,74
ZPL319168T,BURGER KING LA 10762,01272514,13455 HIGHWAY 73,GEISMAR,LA,US,74
ZPL319170Q,BURGER KING,01131120,2457 MAIN ST SE,LOS LUNAS,NM,US,74
ZPL319171L,BURGER KING,08676101,2635 NW CACHE RD,LAWTON,OK,US,74
ZPL319173B,BURGER KING,01689083,6255 BLUEBONNET BLVD,BATON ROUGE,LA,US,74
ZPL319176W,BURGER KING CORPORATION,08626171,2120 W THOMAS ST,HAMMOND,LA,US,74
ZPL319177R,BURGER KING,03480890,4005 PROVIDENCE RD S,WAXHAW,NC,US,74
ZPL319178M,TACO TIME,07075758,2853 NW MARKET ST,SEATTLE,WA,US,74
ZPL319181E,BURGER KING,01166455,24057 STATE HIGHWAY 49,LAWTON,OK,US,74
ZPL319184Z,BURGER KING CORPORATION,09749462,7638 PERKINS RD,BATON ROUGE,LA,US,74
ZPL319185U,BURGER KING,02984032,4520 HIGHWAY 22,MANDEVILLE,LA,US,74
ZPL319187K,IHOP,07550516,905 HIGHWAY 20 81,MCDONOUGH,GA,US,74
ZPL319188F,BURGER KING,02388850,1111 LOWE GROUT RD,IOWA,LA,US,74
ZPL319189A,BURGER KING,07872143,2710 S 6TH ST,KLAMATH FALLS,OR,US,74
ZPL3191917,BEEF 'O' BRADY'S,08334727,1679 OLD PENDERGRASS RD,JEFFERSON,GA,US,74
ZPL319194S,BURGER KING,08290318,3482 W SHAW AVE,FRESNO,CA,US,74
ZPL319196I,POPEYES LOUISIANA KITCHEN,01610425,25554 KINGSLAND BLVD,KATY,TX,US,74
ZPL319197D,BURGER KING,06043020,65 W HANFORD ARMONA RD,LEMOORE,CA,US,74
ZPL3191988,BURGER KING,02141272,1200 BROADWAY ST,HOUSTON,TX,US,74
ZPL3191993,BURGER KING,07920580,605 N HIGHWAY 190,COVINGTON,LA,US,74
ZPL319200Q,BURGER KING,02556324,118 E BERT KOUNS IND LOOP,SHREVEPORT,LA,US,74
ZPL319202G,BURGER KING,02145184,695 HIGHWAY 165 S,OAKDALE,LA,US,74
ZPL319203B,BURGER KING,04646916,9018 S US HIGHWAY 1,PORT SAINT LUCIE,FL,US,74
ZPL3192046,BURGER KING,00832707,5005 COAKLEY CIR,MARIPOSA,CA,US,74
ZPL319206W,TACO TIME,03892501,21503 STATE ROUTE 410 E,BONNEY LAKE,WA,US,74
ZPL319208M,BURGER KING,06918794,19655 7TH AVE NE,POULSBO,WA,US,74
ZPL319209H,BURGER KING,08674272,3808 MCFARLAND BLVD E,TUSCALOOSA,AL,US,74
ZPL319210J,BURGER KING,08627754,4230 GENERAL DEGAULLE DR,NEW ORLEANS,LA,US,74
ZPL319214Z,BURGER KING,06572316,5353 PLANK RD,BATON ROUGE,LA,US,74
ZPL319217K,BURGER KING,01212414,4860 BILL GARDNER PKWY,LOCUST GROVE,GA,US,74
ZPL319218F,BURGER KING CORPORATION,06571751,4951 FLORIDA BLVD,BATON ROUGE,LA,US,74
ZPL319219A,BURGER KING,07750455,1403 FREEDOM BLVD,WATSONVILLE,CA,US,74
ZPL319220C,TACO TIME,01964631,6749 STATE HIGHWAY 303 NE,BREMERTON,WA,US,74
ZPL3192288,BURGER KING,02226329,658 OREGON WAY,LONGVIEW,WA,US,74
ZPL3192310,BURGER KING,01564546,26630 STATE ROUTE 169,MAPLE VALLEY,WA,US,74
ZPL319233Q,BURGER KING,07078374,1021 ALLEN ST,KELSO,WA,US,74
ZPL319234L,TACO TIME,06199241,15305 8TH AVE SW,BURIEN,WA,US,74
ZPL3192459,BURGER KING,08437319,600 CROSSROADS SQ,SEDRO WOOLLEY,WA,US,74
ZPL3192547,BURGER KING,01697638,801 SAMPSON ST,WESTLAKE,LA,US,74
ZPL319257S,BURGER KING,01648878,3154 US HIGHWAY 54,KINGDOM CITY,MO,US,74
ZPL3192635,SONNYS PIZZERIA,01644919,43 S MADISON AVE,STURGEON BAY,WI,US,74
ZPL319274T,BURGER KING,09083804,1300 S IRBY ST,FLORENCE,SC,US,74
ZPL319275O,BURGER KING,07245874,2703 DAVID H MCLEOD BLVD,FLORENCE,SC,US,74
ZPL319286C,BURGER KING,08812246,210 SW SHERIDAN RD,LAWTON,OK,US,74
ZPL3192877,BURGER KING,06916139,2100 CLEARVIEW PKWY,METAIRIE,LA,US,74
ZPL3192882,BURGER KING,02457291,1720 US HIGHWAY 52 N,ALBEMARLE,NC,US,74
ZPL319289X,BURGER KING CORPORATION,08390134,8101 AIRLINE DR,METAIRIE,LA,US,74
ZPL319290Z,APPLEBEE'S,02067859,2305 E END BLVD S,MARSHALL,TX,US,74
ZPL319292P,BURGER KING,04933907,1340 PETERSON AVE S,DOUGLAS,GA,US,74
ZPL319293K,PDQ TENDERS,01616454,3359 N FEDERAL HWY,OAKLAND PARK,FL,US,74
ZPL319295A,BURGER KING,08933251,1211 N HIGHWAY 171,LAKE CHARLES,LA,US,74
ZPL3192965,BURGER KING,05388601,3709 N TRYON ST,CHARLOTTE,NC,US,74
ZPL319298V,BURGER KING,07422881,1033 W TUNNEL BLVD,HOUMA,LA,US,74
ZPL319300D,NOODLES & COMPANY,01567206,2245 W STADIUM BLVD,ANN ARBOR,MI,US,74
ZPL3193018,BURGER KING CORPORATION,01161070,46020 N PUMA DR,HAMMOND,LA,US,74
ZPL319303Y,BURGER KING,01895893,1102 SW LEE BLVD,LAWTON,OK,US,74
ZPL3193607,BURGER KING,08627509,580 TERRY PKWY,TERRYTOWN,LA,US,74
ZPL319364N,BURGER KING,07083670,504 N MAIN ST,TUSKEGEE,AL,US,74
ZPL319365I,BURGER KING,02141299,1102 HIGHWAY 146 S,LA PORTE,TX,US,74
ZPL319380T,BURGER KING CORPORATION,01789843,1840 LAPALCO BLVD,HARVEY,LA,US,74
ZPL319391H,BURGER KING,02454518,9401 NW 39TH AVE,GAINESVILLE,FL,US,74
ZPL3193942,BURGER KING,00642118,3660 VETERANS MEMORIAL BLVD,METAIRIE,LA,US,74
ZPL319461P,BURGER KING,04247477,1080 S UNIVERSITY AVE,PROVO,UT,US,74
ZPL319557P,BURGER KING,06933840,2102 MIDDLEFIELD RD,REDWOOD CITY,CA,US,74
ZPL319590W,WENDYS,09601872,625 E MAIN ST,HUMMELSTOWN,PA,US,74
ZPL319593H,CHILI'S,03677163,7140 MANNHEIM RD,ROSEMONT,IL,US,74
ZPL319594C,CHILI'S,03677163,7140 MANNHEIM RD,ROSEMONT,IL,US,74
ZPL3195957,POPEYES LOUISIANA KITCHEN,08171012,16 WHITE HORSE PIKE N,LAWNSIDE,NJ,US,74
ZPL319597X,WENDYS,02872633,2815 DEKALB PIKE,NORRISTOWN,PA,US,74
ZPL319600A,BURGER KING,07505566,650 ROUTE 72,MANAHAWKIN,NJ,US,74
ZPL319605L,BURGER KING,09198156,2925 COOK RD,WEST BRANCH,MI,US,74
ZPL319607B,BURGER KING,09455159,734 STATE ROUTE 36,HAZLET,NJ,US,74
ZPL319614J,AMC LAYTON HILLS 9,01572232,728 W 1425 N,LAYTON,UT,US,71
ZPL319615E,ROTTEN ROBBIE,01548310,370 E HAMILTON AVE,CAMPBELL,CA,US,71
ZPL319618Z,AMC LAYTON HILLS 9,01572232,728 W 1425 N,LAYTON,UT,US,71
ZPL319621R,DOMINOS PIZZA,04613970,681 E APACHE BLVD,TEMPE,AZ,US,71
ZPL319622M,PDQ TENDERS,01589043,8665 CONCORD MILLS BLVD,CONCORD,NC,US,71
ZPL319630P,SOUTHWEST AIRLINES,01205838,2702 LOVE FIELD DR,DALLAS,TX,US,71
ZPL319640I,FIREHOUSE SUBS,01589213,327 HIGHWAY 12 W STE 307,STARKVILLE,MS,US,71
ZPL3196433,WESTERN CONVENIENCE,01512491,1351 E BRIDGE ST,BRIGHTON,CO,US,71
ZPL319644Y,BURGER KING,02744945,2813 OLD HARDIN RD,BILLINGS,MT,US,71
ZPL319645T,POPEYES LOUISIANA KITCHEN,01612744,3920 NE EVANGELINE TRWY,CARENCRO,LA,US,71
ZPL319647J,BURGER KING,09083707,3750 EL CAMINO REAL,SANTA CLARA,CA,US,71
ZPL3196499,WEST VALLEY MEGAPLEX,01604760,3620 S 2400TH W,WEST VALLEY CITY,UT,US,71
ZPL319654R,WEST VALLEY MEGAPLEX,01604760,3620 S 2400TH W,WEST VALLEY CITY,UT,US,71
ZPL319656H,BURGER KING,04871146,520 N 27TH ST,BILLINGS,MT,US,71
ZPL3196592,BURGER KING,02141078,1701 FILLMORE ST,SAN FRANCISCO,CA,US,71
ZPL319665F,BURGER KING,01565406,4780 KING AVE E,BILLINGS,MT,US,71
ZPL319672N,SEAWORLD SD PETS IS MKT FRSTYL,01535134,500 SEA WORLD DR,SAN DIEGO,CA,US,71
ZPL319674D,BURGER KING,01783611,820 MAIN ST,BILLINGS,MT,US,71
ZPL3196758,BURGER KING,05310067,1491 HIGHWAY 138 NE,CONYERS,GA,US,71
ZPL319678T,SOUTHWEST AIRLINES,01205838,2702 LOVE FIELD DR,DALLAS,TX,US,71
ZPL319682G,BURGER KING,09409823,1375 N MAIN ST,SALINAS,CA,US,71
ZPL319683B,SODEXO   KENNESAW STATE UNIV,00184581,1000 CHASTAIN RD NW MD 508,KENNESAW,GA,US,71
ZPL319689H,SEAWORLD SD PETS IS MKT FRSTYL,01535134,500 SEA WORLD DR,SAN DIEGO,CA,US,71
ZPL3196929,BURGER KING,06548059,17901 CHATSWORTH ST,GRANADA HILLS,CA,US,71
ZPL319697K,LIL PANTRY,01526053,979 ROGUE RIVER HWY,GRANTS PASS,OR,US,71
ZPL319698F,ROTTEN ROBBIE,01416408,1051 S DE ANZA BLVD,SAN JOSE,CA,US,71
ZPL319700X,SAFEWAY,00679628,1855 WISCONSIN AVE NW,WASHINGTON,DC,US,71
ZPL319702N,BURGER KING,02362818,14157 HIGHWAY 90,BOUTTE,LA,US,71
ZPL319703I,BURGER KING,08893276,6201 LAPALCO BLVD,MARRERO,LA,US,71
ZPL319710Q,FIVE GUYS BURGERS AND FRIES,07862380,3851 TOWN CENTER BLVD,BOWIE,MD,US,71
ZPL319712G,BURGER KING,08379594,36240 DETROIT RD,AVON,OH,US,71
ZPL3197151,MOE'S SOUTHWEST GRILL,04268606,2484 BRIARCLIFF RD NE STE 41,ATLANTA,GA,US,71
ZPL319720J,ISLE CASINO TRADEWINDS,05413503,777 ISLE OF CAPRI CIRCLE,POMPANO BEACH,FL,US,71
ZPL3197234,FIVE GUYS BURGERS AND FRIES,05191322,47A REHOBOTH AVE,REHOBOTH BEACH,DE,US,71
ZPL319725U,BURGER KING,06099564,1138 E STATE ST,ROCKFORD,IL,US,71
ZPL319727K,BURGER KING,03590920,8915 FLORIDA BLVD,BATON ROUGE,LA,US,71
ZPL319728F,GREAT WOLF LODGE,08860934,2501 GREAT WOLF DR,MASON,OH,US,71
ZPL319729A,BURGER KING,01964950,1002 N STATE HIGHWAY 47,WARRENTON,MO,US,71
ZPL319735N,FIVE GUYS BURGERS AND FRIES,01523863,830 EASTGATE SOUTH DR,CINCINNATI,OH,US,71
ZPL3197393,FIVE GUYS BURGERS AND FRIES,07862380,3851 TOWN CENTER BLVD,BOWIE,MD,US,71
ZPL3197405,FIVE GUYS BURGERS AND FRIES,08436342,44650 WAXPOOL RD,ASHBURN,VA,US,71
ZPL319742V,BURGER KING,06043020,65 W HANFORD ARMONA RD,LEMOORE,CA,US,71
ZPL319770K,FIVE GUYS BURGERS AND FRIES,01965285,2100 88TH ST,NORTH BERGEN,NJ,US,71
ZPL319771F,FIVE GUYS BURGERS AND FRIES,01527244,549 RITCHIE HWY,SEVERNA PARK,MD,US,71
ZPL319772A,FIREHOUSE SUBS,01539209,9548-D MAIN ST,FAIRFAX,VA,US,71
ZPL3197735,BURGER KING,05296021,1385 DOUGLAS RD,MONTGOMERY,IL,US,71
ZPL3197740,FIVE GUYS BURGERS AND FRIES,05631195,2500 N MAYFAIR RD STE 320,WAUWATOSA,WI,US,71
ZPL319775V,MANCINOS GRINDERS & PIZZA,08345079,10100 SHAVER RD,PORTAGE,MI,US,71
ZPL319776Q,KELLY'S ROAST BEEF,03571845,165 ENDICOTT ST,DANVERS,MA,US,71
ZPL319778G,WAWA FOOD MARKET 801,09054154,705 PHILADELPHIA PIKE,WILMINGTON,DE,US,71
ZPL319779B,BURGER KING,05393809,2 CONTINENTAL BLVD,MERRIMACK,NH,US,71
ZPL319780D,BURGER KING,01664896,23925 LINDEN BLVD,ELMONT,NY,US,71
ZPL3197818,BELLACINOS PIZZA & GRINDERS,09291819,12590 N MERIDIAN ST,CARMEL,IN,US,71
ZPL3197823,FIVE GUYS BURGERS AND FRIES,01520705,1 WALDEN GALLERIA,BUFFALO,NY,US,71
ZPL319783Y,KELLY'S ROAST BEEF,01629641,2 UNDERPRICE WAY,NATICK,MA,US,71
ZPL319784T,KELLY'S ROAST BEEF,01629641,2 UNDERPRICE WAY,NATICK,MA,US,71
ZPL319785O,DESERT MOON GRILL,00706277,456 ELIZABETH AVE,SOMERSET,NJ,US,71
ZPL319786J,FIVE GUYS BURGERS AND FRIES,01965285,2100 88TH ST,NORTH BERGEN,NJ,US,71
ZPL3197889,FIVE GUYS BURGERS AND FRIES,01554019,227 ANDOVER ST,PEABODY,MA,US,71
ZPL3197894,MOE'S SOUTHWEST GRILL,07978664,535 EVERGREEN WAY,SOUTH WINDSOR,CT,US,71
ZPL3197906,FIVE GUYS BURGERS AND FRIES,01554019,227 ANDOVER ST,PEABODY,MA,US,71
ZPL3197911,FIREHOUSE SUBS,01510110,2622 BRANDERMILL BLVD,GAMBRILLS,MD,US,71
ZPL319792W,FIVE GUYS BURGERS AND FRIES,01546883,6286 S WESTNEDGE AVE,PORTAGE,MI,US,71
ZPL319794M,FIVE GUYS BURGERS AND FRIES,01527244,549 RITCHIE HWY,SEVERNA PARK,MD,US,71
ZPL319796C,SIX FLAGS GREAT ESCAPE,01538486,1172 STATE ROUTE 9,QUEENSBURY,NY,US,71
ZPL3197982,FIVE GUYS BURGERS AND FRIES,01520705,1 WALDEN GALLERIA,BUFFALO,NY,US,71
ZPL319802A,FIREHOUSE SUBS,01941687,1465 STAFFORD MARKET PL,STAFFORD,VA,US,71
ZPL3198035,MOE'S SOUTHWEST GRILL,06098121,6679 FALLS OF NEUSE RD STE107,RALEIGH,NC,US,71
ZPL319805V,BURGER KING,08371270,181 S BROADWAY,SALEM,NH,US,71
ZPL319806Q,FIVE GUYS BURGERS AND FRIES,09355698,2900 GOLF RD,DELAFIELD,WI,US,71
ZPL319807L,BURGER KING,06001068,6505 ANNAPOLIS RD,HYATTSVILLE,MD,US,71
