machine,ZPL3002446,BOUDINS SOURDOUGH BAKERY,02157905,251 GEARY ST,SAN FRANCISCO,CA,US,37.787387,-122.407238
machine,ZPL3002451,PEI WEI ASIAN DINER,05646303,2709 N ELSTON AVE,CHICAGO,IL,US,41.930495,-87.685369
machine,ZPL300246W,CAL SKATE,08541973,22080 COMMERCE WAY,GRAND TERRACE,CA,US,34.032852,-117.32279
machine,ZPL300247R,AMC FIREWHEEL 18,08227378,100 CONEFLOWER DR,GARLAND,TX,US,33.516503,-94.669376
machine,ZPL300248M,NCG TRILLIUM CINEMAS AND IMAX,08389514,8220 TRILLIUM CIRCLE AVE,GRAND BLANC,MI,US,41.82239,-86.708373
machine,ZPL300249H,AMC FIREWHEEL 18,08227378,100 CONEFLOWER DR,GARLAND,TX,US,33.516503,-94.669376
machine,ZPL300250J,AMC FIREWHEEL 18,08227378,100 CONEFLOWER DR,GARLAND,TX,US,32.931523,-96.615821
machine,ZPL300251E,GODFATHERS PIZZA,07209240,2216 N MONTANA AVE,HELENA,MT,US,46.606977,-112.02074
machine,ZPL3002529,COCA-COLA REFRESHMENTS,01406822,1150 SANCTUARY PKWY,ALPHARETTA,GA,US,34.049493,-84.315773
machine,ZPL3002534,MEATHEADS BURGER AND FRIES,01488793,701 S MAIN ST UNIT B,NORMAL,IL,US,40.504416,-88.994672
machine,ZPL300254Z,AMC FIREWHEEL 18,08227378,100 CONEFLOWER DR,GARLAND,TX,US,32.931523,-96.615821
machine,ZPL300256P,AMC FIREWHEEL 18,08227378,100 CONEFLOWER DR,GARLAND,TX,US,32.931523,-96.615821
machine,ZPL300257K,FRESHII,01415449,110 S FAIRFAX AVE STE A114,LOS ANGELES,CA,US,34.074106,-118.361346
machine,ZPL300258F,PEI WEI ASIAN DINER,05646303,2709 N ELSTON AVE,CHICAGO,IL,US,41.930495,-87.685369
machine,ZPL300259A,MOE'S SOUTHWEST GRILL,08051955,660 W CROSSVILLE RD STE 130,ROSWELL,GA,US,34.056757,-84.37902
